image_name,action_high_model_uncertainty,action_high_data_uncertainty,model_uncertainty,data_uncertainty,missed_reasons,excessive_reasons
c6758a15-46130d04,[1],"[0, 3]","[0.15458545088768005, 1.0, 0.31753966212272644, 0.09990403056144714]","[0.8972885608673096, 0.27989789843559265, 0.6164790987968445, 0.999372124671936]",[],[2]
c7053a50-d465ffa3,"[0, 2, 3]",[],"[1.0, 0.09174700826406479, 1.0, 1.0]","[0.3731398284435272, 0.7524881362915039, 0.3731398284435272, 0.3731398284435272]",[],[]
c723a926-c9bf868b,"[1, 2, 3]",[],"[0.09254776686429977, 1.0, 1.0, 1.0]","[0.7552231550216675, 0.37495043873786926, 0.37495043873786926, 0.37495043873786926]",[1],[0]
c734eb0a-9d6807cb,"[0, 1, 3]",[2],"[1.0, 1.0, 0.1782708615064621, 1.0]","[0.5181965231895447, 0.5181965231895447, 0.9326803684234619, 0.5181965231895447]",[1],[2]
c7fa04ea-9012bec6,"[1, 2, 3]",[0],"[0.6218716502189636, 0.9897234439849854, 1.0, 1.0]","[0.9324327707290649, 0.7579187154769897, 0.7537689208984375, 0.7537689208984375]",[],[1]
c8438bd1-fdc959eb,"[0, 2]","[1, 3]","[1.0, 0.1698111891746521, 1.0, 0.2788827121257782]","[0.42688050866127014, 0.9994964599609375, 0.42688050866127014, 0.8960298299789429]",[],[3]
c8618b44-09196f5c,[1],"[0, 3]","[0.10505310446023941, 1.0, 0.23296235501766205, 0.1500658392906189]","[0.9906885623931885, 0.271622896194458, 0.721693754196167, 0.8935174942016602]",[],[2]
c8759ab5-f6a3273f,"[0, 2]","[1, 3]","[1.0, 0.15361976623535156, 1.0, 0.21082240343093872]","[0.38595902919769287, 0.9997755885124207, 0.38595902919769287, 0.9409334063529968]",[],[3]
c89fc3e2-aaab0dfb,"[2, 3]",[0],"[0.3275682330131531, 0.6790703535079956, 1.0, 1.0]","[0.9970124959945679, 0.7703903317451477, 0.6179074048995972, 0.6179074048995972]",[],[1]
c8eeb9c9-d3212cfe,"[1, 2]","[0, 3]","[0.18743106722831726, 1.0, 1.0, 0.12360977381467819]","[0.9303348064422607, 0.3463220000267029, 0.3463220000267029, 0.9982726573944092]",[1],[3]
c8efd5bf-dc61bcfd,"[0, 1, 3]",[2],"[1.0, 1.0, 0.1731371283531189, 1.0]","[0.5117169618606567, 0.5117169618606567, 0.9265783429145813, 0.5117169618606567]",[1],[]
c91a84db-cc93d5a1,"[0, 2]","[1, 3]","[1.0, 0.10039792209863663, 1.0, 0.2232004851102829]","[0.3307107090950012, 0.967432975769043, 0.3307107090950012, 0.8450465202331543]",[0],[1]
c91eb48f-a7497694,"[0, 3]","[1, 2]","[1.0, 0.32144978642463684, 0.29782769083976746, 1.0]","[0.5238280296325684, 0.9486141204833984, 0.968856692314148, 0.5238280296325684]","[0, 3]",[1]
c9557697-8a2ab930,"[1, 3]","[0, 2]","[0.23891043663024902, 1.0, 0.42589670419692993, 1.0]","[0.9997389912605286, 0.5212091207504272, 0.8487499356269836, 0.5212091207504272]",[],[2]
c9aa50be-62caa81b,"[0, 2, 3]",[],"[1.0, 0.06284293532371521, 1.0, 1.0]","[0.29848459362983704, 0.6310068368911743, 0.29848459362983704, 0.29848459362983704]",[],[]
c9ca4ffe-8eb6d592,"[0, 2]","[1, 3]","[1.0, 0.11044562608003616, 1.0, 0.25313618779182434]","[0.35328030586242676, 0.9689103364944458, 0.35328030586242676, 0.8316569924354553]",[0],"[1, 3]"
cc4d418c-d4f1e754,"[0, 3]",[1],"[1.0, 0.16955049335956573, 0.44335827231407166, 1.0]","[0.4641861319541931, 0.9810415506362915, 0.7640599012374878, 0.4641861319541931]",[],[]
ccf1794e-031d988a,"[0, 2, 3]",[1],"[1.0, 0.32805904746055603, 1.0, 1.0]","[0.6469271779060364, 0.999954104423523, 0.6469271779060364, 0.6469271779060364]",[0],[1]
cd9686ea-aa952ee6,"[0, 2, 3]",[1],"[1.0, 0.45350033044815063, 1.0, 1.0]","[0.7058861255645752, 0.983109176158905, 0.7058861255645752, 0.7058861255645752]",[],[]
ceab7651-c7759536,"[0, 2, 3]",[1],"[1.0, 0.14925938844680786, 1.0, 1.0]","[0.4787319004535675, 0.892348051071167, 0.4787319004535675, 0.4787319004535675]",[0],[1]
ceb0771a-6c3f74af,"[0, 2, 3]",[],"[1.0, 0.09623593091964722, 1.0, 1.0]","[0.38313716650009155, 0.7674561738967896, 0.38313716650009155, 0.38313716650009155]",[],[]
cf6079b6-e6f1f4fc,"[0, 2, 3]",[1],"[1.0, 0.3311425745487213, 1.0, 1.0]","[0.6487450003623962, 0.9999921321868896, 0.6487450003623962, 0.6487450003623962]",[3],[]
cf763772-00dcee0d,"[0, 2, 3]",[1],"[1.0, 0.11895271390676498, 1.0, 1.0]","[0.4286367893218994, 0.8312446475028992, 0.4286367893218994, 0.4286367893218994]",[],[]
cf82e0d0-31c78afb,"[0, 2, 3]",[1],"[1.0, 0.2271077036857605, 1.0, 1.0]","[0.5711986422538757, 0.9739280939102173, 0.5711986422538757, 0.5711986422538757]",[],[]
cfce2d29-03c411c0,[0],[1],"[1.0, 0.10524758696556091, 0.7385766506195068, 0.7607283592224121]","[0.3876761496067047, 0.8534688353538513, 0.4778306484222412, 0.46840327978134155]",[],"[2, 3]"
cfe87d3c-614fbceb,"[0, 2, 3]",[1],"[1.0, 0.2586253583431244, 1.0, 1.0]","[0.598801851272583, 0.9884799718856812, 0.598801851272583, 0.598801851272583]",[2],[]
d0d43203-9a91d091,"[0, 2, 3]",[1],"[1.0, 0.13047702610492706, 1.0, 1.0]","[0.4489358961582184, 0.8572371006011963, 0.4489358961582184, 0.4489358961582184]",[],[]
d1b19d09-977b51d7,"[1, 2]","[0, 3]","[0.19433313608169556, 1.0, 1.0, 0.22771994769573212]","[0.9915759563446045, 0.4252777695655823, 0.4252777695655823, 0.9584838151931763]",[],[3]
d265e459-ad7fa279,[0],"[1, 3]","[1.0, 0.16226138174533844, 0.4723725914955139, 0.2795301377773285]","[0.39429688453674316, 0.9987668991088867, 0.6453220844268799, 0.8530433177947998]",[0],"[1, 2, 3]"
d4544b9b-c044bfa8,[1],"[0, 2]","[0.055069699883461, 1.0, 0.1104675829410553, 0.3916221857070923]","[0.9763702154159546, 0.20680169761180878, 0.8741445541381836, 0.4126637578010559]",[],"[2, 3]"
d46aef10-84b09a4a,"[0, 2, 3]",[1],"[1.0, 0.10935232788324356, 1.0, 1.0]","[0.41037148237228394, 0.8065210580825806, 0.41037148237228394, 0.41037148237228394]",[],[]
d4ceca49-4e29bc71,"[0, 2, 3]",[1],"[1.0, 0.12469599395990372, 1.0, 0.8127143383026123]","[0.43275150656700134, 0.865013837814331, 0.43275150656700134, 0.4980229139328003]",[],[]
d60f5114-05caf868,[1],"[0, 3]","[0.11616101861000061, 1.0, 0.7710109949111938, 0.21106500923633575]","[0.9926862716674805, 0.34282806515693665, 0.41234755516052246, 0.8847628831863403]",[],[2]
d62217f4-c5663e34,"[0, 1, 3]",[2],"[1.0, 1.0, 0.6130444407463074, 1.0]","[0.7526595592498779, 0.7526595592498779, 0.93603515625, 0.7526595592498779]",[1],[2]
d63e1966-f474b1f8,"[1, 2, 3]",[0],"[0.22774110734462738, 1.0, 1.0, 1.0]","[0.9742984175682068, 0.5717979073524475, 0.5717979073524475, 0.5717979073524475]",[],[]
d6961f89-f67b7669,"[1, 3]","[0, 2]","[0.1576506644487381, 1.0, 0.18694554269313812, 1.0]","[0.9961024522781372, 0.37714457511901855, 0.965229868888855, 0.37714457511901855]",[3],[]
d798f1bd-6f2a51b5,[3],[2],"[0.5982511043548584, 0.6490046381950378, 0.16124185919761658, 1.0]","[0.6355172395706177, 0.604695200920105, 0.9735117554664612, 0.4562588930130005]",[3],"[1, 2]"
d82b1477-4c1bb9b7,[1],"[0, 2]","[0.08724375814199448, 1.0, 0.144513800740242, 0.5899882912635803]","[0.9944508075714111, 0.2754445970058441, 0.9131911993026733, 0.40364885330200195]",[],[]
d86553ef-4b0f0b94,"[0, 2, 3]",[],"[1.0, 0.10043077170848846, 1.0, 1.0]","[0.3921557664871216, 0.780674397945404, 0.3921557664871216, 0.3921557664871216]",[0],[1]
d881c8f4-6d3c4092,"[1, 2, 3]",[0],"[0.26874199509620667, 1.0, 1.0, 1.0]","[0.9916818141937256, 0.6067951321601868, 0.6067951321601868, 0.6067951321601868]",[],[]
d8e34900-e9272b29,"[1, 2]","[0, 3]","[0.14727233350276947, 1.0, 1.0, 0.14787551760673523]","[0.988368034362793, 0.3442751169204712, 0.3442751169204712, 0.9877035021781921]",[1],[0]
da23a772-903edf9a,"[1, 2]","[0, 3]","[0.11020669341087341, 1.0, 1.0, 0.1470579206943512]","[0.9998307228088379, 0.31114333868026733, 0.31114333868026733, 0.9583559036254883]",[],[3]
dabd2919-5db8f888,"[0, 2, 3]",[1],"[1.0, 0.3237663805484772, 1.0, 1.0]","[0.644357442855835, 0.9998470544815063, 0.644357442855835, 0.644357442855835]",[],[]
dadf545d-7e520801,"[1, 3]","[0, 2]","[0.39599063992500305, 1.0, 0.2832036316394806, 1.0]","[0.8971232175827026, 0.541105329990387, 0.9889847040176392, 0.541105329990387]",[1],"[0, 2]"
db003221-06bbcc04,"[1, 3]",[0],"[0.1288098841905594, 1.0, 0.3719436228275299, 1.0]","[0.9555569291114807, 0.4032658338546753, 0.7526401877403259, 0.4032658338546753]",[1],[0]
db530b5d-1f3b39f9,"[0, 2, 3]",[1],"[1.0, 0.1724788099527359, 1.0, 1.0]","[0.5108715295791626, 0.9257664680480957, 0.5108715295791626, 0.5108715295791626]",[],[]
dcd0c283-747e80f7,"[0, 2, 3]",[],"[1.0, 0.08252421766519547, 1.0, 1.0]","[0.35138076543807983, 0.718804121017456, 0.35138076543807983, 0.35138076543807983]",[0],[1]
dcdfb89e-fc2f3c95,"[0, 2, 3]",[1],"[1.0, 0.18486778438091278, 1.0, 1.0]","[0.526237964630127, 0.9399515390396118, 0.526237964630127, 0.526237964630127]",[0],[1]
dd32e8f8-d1e8b71c,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.16982659697532654]","[0.507430911064148, 0.507430911064148, 0.507430911064148, 0.9224258661270142]",[1],[]
dd968ee2-c9743ab2,[1],"[2, 3]","[0.41810092329978943, 1.0, 0.22235779464244843, 0.33013787865638733]","[0.758456826210022, 0.4417593777179718, 0.9774924516677856, 0.8519303798675537]",[],[]
ddae574a-405d8661,[0],[1],"[1.0, 0.13354215025901794, 0.4378649592399597, 0.6144842505455017]","[0.4044606685638428, 0.9686118364334106, 0.6891496777534485, 0.5608457326889038]",[],"[1, 2, 3]"
de8bfe8d-00c9cb99,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[3],[]
debdb799-d834a183,[1],"[0, 2, 3]","[0.17445871233940125, 1.0, 0.21496543288230896, 0.1352197676897049]","[0.8875910639762878, 0.30004605650901794, 0.8076361417770386, 0.9672107696533203]",[],[0]
df0a45a7-61448028,"[0, 2]","[1, 3]","[1.0, 0.06351126730442047, 1.0, 0.15291479229927063]","[0.2476673573255539, 0.9355268478393555, 0.2476673573255539, 0.8404397368431091]",[0],"[1, 3]"
df26bc63-b4f8c162,"[1, 3]","[0, 2]","[0.09100363403558731, 1.0, 0.09191296249628067, 1.0]","[0.9954662322998047, 0.25092029571533203, 0.9943622946739197, 0.25092029571533203]",[],[]
df570f3a-9eca03e0,"[0, 2, 3]",[1],"[1.0, 0.19920074939727783, 0.829306960105896, 1.0]","[0.5338497161865234, 0.9646211862564087, 0.601238489151001, 0.5338497161865234]",[],[2]
df575013-3b5738d6,"[0, 2, 3]",[1],"[1.0, 0.14971065521240234, 1.0, 1.0]","[0.4794028699398041, 0.8930946588516235, 0.4794028699398041, 0.4794028699398041]",[],[]
df6065e9-af6642db,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[0],[]
df77889d-ac455f78,"[0, 2, 3]",[1],"[1.0, 0.1637595295906067, 1.0, 1.0]","[0.49934709072113037, 0.9143475294113159, 0.49934709072113037, 0.49934709072113037]",[],[]
dfeac0ba-09bf8333,"[0, 2, 3]",[],"[1.0, 0.0828344002366066, 1.0, 1.0]","[0.3521409034729004, 0.7200056910514832, 0.3521409034729004, 0.3521409034729004]",[],[]
e0003b8b-367bea13,"[0, 2, 3]",[1],"[1.0, 0.12475314736366272, 0.8880159258842468, 1.0]","[0.4356381595134735, 0.8562278151512146, 0.4723755717277527, 0.4356381595134735]",[],[2]
e0003b8b-abd61c6f,"[0, 2, 3]",[],"[1.0, 0.05977700650691986, 1.0, 1.0]","[0.289309024810791, 0.6149755716323853, 0.289309024810791, 0.289309024810791]",[3],[]
e19b2267-ff03aa2c,"[0, 2, 3]",[1],"[1.0, 0.17482104897499084, 1.0, 1.0]","[0.5138643980026245, 0.9286242723464966, 0.5138643980026245, 0.5138643980026245]",[],[]
e1d8fd66-6ad6250a,"[0, 2]","[1, 3]","[1.0, 0.1963522881269455, 1.0, 0.27801111340522766]","[0.44819825887680054, 0.9983953833580017, 0.44819825887680054, 0.9214151501655579]",[],[3]
e1e3a1db-ad9c9adb,"[0, 2, 3]",[],"[1.0, 0.08162156492471695, 1.0, 1.0]","[0.34915691614151, 0.7152785062789917, 0.34915691614151, 0.34915691614151]","[0, 2]",[1]
e26c96e8-19ce0804,"[0, 2, 3]",[1],"[1.0, 0.4086257219314575, 1.0, 1.0]","[0.6878455877304077, 0.9925589561462402, 0.6878455877304077, 0.6878455877304077]",[3],[1]
e271f935-ba9507d5,"[0, 2, 3]",[],"[1.0, 0.10327143222093582, 1.0, 1.0]","[0.39809393882751465, 0.7892270684242249, 0.39809393882751465, 0.39809393882751465]",[],[]
e2b7cdb6-5b601355,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[0, 3]",[]
e2c1b139-d32e6e13,"[0, 2, 3]",[1],"[1.0, 0.39279428124427795, 1.0, 1.0]","[0.6807647943496704, 0.9951575398445129, 0.6807647943496704, 0.6807647943496704]",[],[]
e2f960a0-b0deea02,"[0, 2, 3]",[1],"[1.0, 0.4437222480773926, 1.0, 1.0]","[0.7021893858909607, 0.9853929281234741, 0.7021893858909607, 0.7021893858909607]",[3],[]
e32b70c6-4cb4f944,"[1, 3]",[0],"[0.19084970653057098, 1.0, 0.4481271207332611, 1.0]","[0.9918104410171509, 0.48644697666168213, 0.7876619100570679, 0.48644697666168213]",[],[2]
e3f81068-888bf085,"[1, 2, 3]",[0],"[0.3284224569797516, 1.0, 1.0, 1.0]","[0.9999603033065796, 0.6471425890922546, 0.6471425890922546, 0.6471425890922546]",[1],[0]
e64bd811-4fdec35f,"[0, 1, 3]",[2],"[1.0, 1.0, 0.13118749856948853, 1.0]","[0.4501338601112366, 0.4501338601112366, 0.8587201237678528, 0.4501338601112366]",[1],[]
e66c187b-c117d9bf,"[1, 2, 3]",[0],"[0.461353600025177, 1.0, 1.0, 1.0]","[0.9811980724334717, 0.7087687253952026, 0.7087687253952026, 0.7087687253952026]","[1, 3]",[0]
e70380d3-013de245,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[0, 3]",[]
e7556e11-6206b2e5,"[0, 2, 3]",[1],"[1.0, 0.4607134163379669, 1.0, 1.0]","[0.7085365056991577, 0.9813562631607056, 0.7085365056991577, 0.7085365056991577]",[],[]
e761dce2-e3111410,"[0, 2, 3]",[1],"[1.0, 0.2152380347251892, 1.0, 1.0]","[0.5595926642417908, 0.9663063287734985, 0.5595926642417908, 0.5595926642417908]","[0, 3]",[1]
e770464d-148177a6,"[0, 2, 3]",[],"[1.0, 0.06690084934234619, 1.0, 1.0]","[0.31020739674568176, 0.6511533260345459, 0.31020739674568176, 0.31020739674568176]",[],[]
e784105b-5c8beaeb,"[0, 3]","[1, 2]","[1.0, 0.264913409948349, 0.17590539157390594, 1.0]","[0.4272654056549072, 0.9143118262290955, 0.9999556541442871, 0.4272654056549072]",[3],[1]
e7e5cbf4-ddcc4dae,"[1, 2]","[0, 3]","[0.38863298296928406, 1.0, 1.0, 0.18049630522727966]","[0.8182195425033569, 0.4654310345649719, 0.4654310345649719, 0.9933929443359375]","[1, 2]","[0, 3]"
e95cc961-73f1d1f3,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
e9d30c14-4469c830,"[0, 3]","[1, 2]","[1.0, 0.2130270004272461, 0.4176303446292877, 1.0]","[0.49999648332595825, 0.9992151260375977, 0.8319150805473328, 0.49999648332595825]",[],[2]
e9df60bc-c4aef83b,"[1, 3]",[0],"[0.08599316328763962, 1.0, 0.4302213788032532, 1.0]","[0.8429909944534302, 0.33800575137138367, 0.598974347114563, 0.33800575137138367]",[3],[2]
e9e2e502-53e36ed2,"[0, 3]",[2],"[1.0, 0.730890691280365, 0.41640669107437134, 1.0]","[0.6652422547340393, 0.7902426719665527, 0.9796544909477234, 0.6652422547340393]",[],[2]
e9f27188-67bff1a5,[1],"[0, 3]","[0.1802230030298233, 1.0, 0.674613893032074, 0.21518604457378387]","[0.9887562394142151, 0.3982056975364685, 0.5204421877861023, 0.9479840397834778]",[1],"[0, 2, 3]"
ea35a942-55b1924d,"[1, 3]","[0, 2]","[0.1220417320728302, 1.0, 0.1097918301820755, 1.0]","[0.9834938645362854, 0.2940278649330139, 0.9977163076400757, 0.2940278649330139]",[],[]
ead814b9-b6885100,"[0, 2, 3]",[],"[1.0, 0.053630612790584564, 1.0, 1.0]","[0.27002033591270447, 0.5805429220199585, 0.27002033591270447, 0.27002033591270447]",[],[]
eadb667a-32a0d8c5,"[0, 2]","[1, 3]","[1.0, 0.19660288095474243, 1.0, 0.26878994703292847]","[0.44487375020980835, 0.9975159764289856, 0.44487375020980835, 0.9288402795791626]",[],[3]
ec6f6106-5cd85d07,"[0, 1, 3]",[2],"[1.0, 1.0, 0.21161022782325745, 1.0]","[0.5558965802192688, 0.5558965802192688, 0.9637041091918945, 0.5558965802192688]","[1, 3]",[]
ecdd7265-d7e4fba6,"[0, 2, 3]",[],"[1.0, 0.0436042882502079, 1.0, 1.0]","[0.23565104603767395, 0.5168155431747437, 0.23565104603767395, 0.23565104603767395]",[],[]
ee06434c-8267c54e,"[0, 2, 3]",[1],"[1.0, 0.10598180443048477, 1.0, 0.9623574614524841]","[0.40275073051452637, 0.801012396812439, 0.40275073051452637, 0.41369393467903137]",[2],[3]
ee1876bf-38c92ed6,"[1, 2, 3]",[0],"[0.33404403924942017, 1.0, 1.0, 1.0]","[0.9999991655349731, 0.6504343748092651, 0.6504343748092651, 0.6504343748092651]",[],[]
ee3ce4fc-1771be8d,"[1, 3]","[0, 2]","[0.06218292564153671, 1.0, 0.08032353222370148, 1.0]","[0.9979381561279297, 0.20801715552806854, 0.9753134250640869, 0.20801715552806854]",[3],[0]
eebc37a4-b5ca9de5,"[0, 1, 3]",[2],"[1.0, 1.0, 0.1376848816871643, 1.0]","[0.46082043647766113, 0.46082043647766113, 0.8716907501220703, 0.46082043647766113]","[1, 3]",[2]
eef00887-78a0c0d2,"[0, 3]","[1, 2]","[0.926559567451477, 0.2686978876590729, 0.16612914204597473, 1.0]","[0.4408126175403595, 0.8986949324607849, 0.9997535347938538, 0.418183833360672]",[],"[1, 2]"
eef18fc6-72e98e77,"[0, 2]","[1, 3]","[1.0, 0.26374778151512146, 1.0, 0.29189532995224]","[0.4953463673591614, 0.977199912071228, 0.4953463673591614, 0.9519505500793457]",[],[3]
ef1ab638-e5c45211,"[1, 3]","[0, 2]","[0.22957681119441986, 1.0, 0.4502597749233246, 1.0]","[0.9998215436935425, 0.519490122795105, 0.8251547813415527, 0.519490122795105]",[3],[]
eff6d28d-9d89b5d2,"[1, 3]","[0, 2]","[0.31761273741722107, 1.0, 0.3868436813354492, 1.0]","[0.97496497631073, 0.5555355548858643, 0.9192222356796265, 0.5555355548858643]",[],[]
f001c0ec-6c42da31,"[0, 2]","[1, 3]","[1.0, 0.22729331254959106, 1.0, 0.11291299015283585]","[0.34908586740493774, 0.8666263818740845, 0.34908586740493774, 0.9812116622924805]",[],[]
f04f4013-3baf4665,"[0, 2]",[1],"[1.0, 0.14746183156967163, 1.0, 0.5271106958389282]","[0.4485229253768921, 0.9467152953147888, 0.4485229253768921, 0.6749277114868164]",[0],"[1, 3]"
f0600889-851c1c22,"[0, 2, 3]",[1],"[1.0, 0.6390506625175476, 1.0, 1.0]","[0.7584595680236816, 0.9274730682373047, 0.7584595680236816, 0.7584595680236816]",[],[]
f0a5f526-ab974bb6,"[1, 3]","[0, 2]","[0.1480502039194107, 1.0, 0.2096254527568817, 1.0]","[0.999998927116394, 0.38044989109039307, 0.9364684820175171, 0.38044989109039307]",[],[2]
f0ec292a-f9fd1a1d,"[1, 3]",[2],"[0.33693167567253113, 1.0, 0.11198810487985611, 1.0]","[0.7482346296310425, 0.373179167509079, 0.940564751625061, 0.373179167509079]",[3],[2]
f1a2b98f-61996de7,"[1, 3]","[0, 2]","[0.3062282204627991, 1.0, 0.2086775153875351, 1.0]","[0.9094014763832092, 0.4671768546104431, 0.9984009265899658, 0.4671768546104431]",[],[2]
f242ee53-d38f5390,[0],[1],"[1.0, 0.16193366050720215, 0.372719943523407, 0.4364781379699707]","[0.4102616012096405, 0.9998018741607666, 0.7616838812828064, 0.698479175567627]",[],"[2, 3]"
f29fa85e-5c26b623,"[0, 2, 3]",[1],"[1.0, 0.10946182906627655, 1.0, 1.0]","[0.4105873107910156, 0.8068203330039978, 0.4105873107910156, 0.4105873107910156]",[],[]
f31085fc-f3890965,[0],"[2, 3]","[1.0, 0.39866015315055847, 0.21675948798656464, 0.17759622633457184]","[0.37597012519836426, 0.6852890849113464, 0.9204059839248657, 0.9762017726898193]",[],"[2, 3]"
f33d7b72-c657e6fe,"[0, 2]","[1, 3]","[1.0, 0.09820716083049774, 1.0, 0.20442938804626465]","[0.3217332661151886, 0.9730343818664551, 0.3217332661151886, 0.8641493320465088]",[],[3]
f346b7ae-e01be389,"[1, 3]",[2],"[0.6170080304145813, 1.0, 0.1711655855178833, 1.0]","[0.6606000661849976, 0.4867295026779175, 0.9598702192306519, 0.4867295026779175]",[1],[0]
f354d815-671250a9,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
f36a2df5-042d2194,"[0, 2, 3]",[],"[1.0, 0.08122134208679199, 1.0, 1.0]","[0.34816527366638184, 0.7137014865875244, 0.34816527366638184, 0.34816527366638184]",[],[]
f3ace7b7-73942ef1,"[0, 3]","[1, 2]","[1.0, 0.1523660570383072, 0.17976349592208862, 1.0]","[0.3688701391220093, 0.9963839650154114, 0.9672099947929382, 0.3688701391220093]",[],[]
f3ed0412-b82e2ccb,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
f3f1fdc5-e3cbcd0c,"[1, 2, 3]",[0],"[0.2109707146883011, 1.0, 1.0, 1.0]","[0.9632313251495361, 0.5552374720573425, 0.5552374720573425, 0.5552374720573425]",[],[]
f40f8f7c-59b19b47,"[0, 3]","[1, 2]","[1.0, 0.3176838159561157, 0.4755399227142334, 1.0]","[0.5787615776062012, 0.9874471426010132, 0.8687537908554077, 0.5787615776062012]",[],[2]
f4199e17-2eee22e9,"[0, 2, 3]",[1],"[1.0, 0.3611457049846649, 1.0, 1.0]","[0.6652914881706238, 0.9988428354263306, 0.6652914881706238, 0.6652914881706238]",[],[]
f435d3df-02c7f735,"[0, 2, 3]",[1],"[1.0, 0.11275240778923035, 1.0, 1.0]","[0.4169910252094269, 0.8156225681304932, 0.4169910252094269, 0.4169910252094269]",[],[]
f4b9aa47-4f7b88fb,"[0, 2, 3]",[],"[1.0, 0.06909855455160141, 1.0, 1.0]","[0.3163663148880005, 0.6615846157073975, 0.3163663148880005, 0.3163663148880005]",[],[]
f505c335-f730b13a,"[0, 2, 3]",[1],"[1.0, 0.2710236608982086, 1.0, 1.0]","[0.6085455417633057, 0.9923186302185059, 0.6085455417633057, 0.6085455417633057]",[0],[1]
f565db74-c8254f66,"[0, 3]","[1, 2]","[1.0, 0.22840434312820435, 0.2747194468975067, 1.0]","[0.4684169888496399, 0.9885251522064209, 0.9454236626625061, 0.4684169888496399]",[3],[2]
f5972097-86aa1667,"[0, 2, 3]",[1],"[1.0, 0.14259406924247742, 1.0, 1.0]","[0.46858662366867065, 0.8808174729347229, 0.46858662366867065, 0.46858662366867065]",[],[]
f5a83d81-cbf195d3,"[0, 1]","[2, 3]","[1.0, 1.0, 0.23007690906524658, 0.3263106346130371]","[0.48852887749671936, 0.48852887749671936, 0.9957947731018066, 0.9104081392288208]",[0],[]
f6546ff4-f740b802,"[1, 2]",[3],"[0.6521966457366943, 1.0, 1.0, 0.26355406641960144]","[0.7400431632995605, 0.5749213099479675, 0.5749213099479675, 0.9990845918655396]",[],[3]
f6920aca-d46c849f,"[0, 2, 3]",[],"[1.0, 0.07030897587537766, 1.0, 1.0]","[0.31970372796058655, 0.6671922206878662, 0.31970372796058655, 0.31970372796058655]",[],[]
f724f02b-a12f8616,"[0, 3]",[1],"[1.0, 0.2743949890136719, 0.6024600863456726, 1.0]","[0.5760801434516907, 0.9999967813491821, 0.7731797695159912, 0.5760801434516907]",[],[2]
f833b318-da769b17,"[0, 2, 3]",[1],"[1.0, 0.179780051112175, 1.0, 1.0]","[0.5200638771057129, 0.9343989491462708, 0.5200638771057129, 0.5200638771057129]",[],[]
f8993414-356b4345,"[0, 2]",[1],"[1.0, 0.10221998393535614, 1.0, 0.2765524685382843]","[0.3467513620853424, 0.9465164542198181, 0.3467513620853424, 0.7863206267356873]",[],[3]
f90aef17-ac325901,[0],"[1, 2, 3]","[1.0, 0.35360074043273926, 0.46602848172187805, 0.3941209614276886]","[0.5221118927001953, 0.9172353148460388, 0.814614474773407, 0.8789739012718201]",[0],"[1, 2, 3]"
